Ideal,Noisy,Data Path
"[0.58762, 0.5631600000000001, 0.7565200000000001, 0.73904, 0.64912]","[0.39176, 0.43748000000000004, 0.53644, 0.61792, 0.43952]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J15.pk
"[0.34278000000000003, 0.28308, 0.32101999999999997, 0.36626000000000003, 0.41114]","[0.25324, 0.13899999999999998, 0.24272, 0.268, 0.31416]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J16.pk
"[0.01445999999999998, -0.05661999999999999, -0.002059999999999996, -0.06628000000000002, -0.09246]","[-0.0364, -0.07404, -0.01868, -0.05728000000000001, -0.1212]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J17.pk
"[0.09442, 0.0877, 0.057260000000000005, 0.09340000000000001, 0.11946]","[0.05840000000000001, 0.053239999999999996, 0.017400000000000002, 0.043680000000000004, 0.10264]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J18.pk
"[0.37246, 0.28697999999999996, 0.46351999999999993, 0.49492, 0.39128]","[0.28408, 0.15643999999999997, 0.38783999999999996, 0.33988, 0.261]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J19.pk
"[-0.18016, -0.20440000000000003, -0.1759, -0.17115999999999998, -0.2514]","[-0.16668, -0.1708, -0.16536, -0.16255999999999998, -0.22492]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J20.pk
"[0.7245799999999998, 0.8534999999999999, 0.82374, 0.7411599999999999, 0.8052599999999999]","[0.5159999999999999, 0.63628, 0.61236, 0.5164799999999999, 0.5906399999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J21.pk
"[0.40452000000000005, 0.45738, 0.45832000000000006, 0.43593999999999994, 0.4225399999999999]","[0.37192000000000003, 0.3612, 0.36916000000000004, 0.34287999999999996, 0.32387999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J22.pk
"[0.21647999999999995, 0.19196000000000002, 0.24444, 0.20981999999999998, 0.19841999999999999]","[0.10423999999999997, 0.15904000000000001, 0.18531999999999998, 0.143, 0.146]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J23.pk
"[0.03899999999999999, 0.07035999999999999, 0.023300000000000008, 0.035239999999999994, 0.10328000000000001]","[0.04756, 0.05636, -0.014839999999999997, 0.018039999999999997, 0.0844]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J24.pk
"[-0.26733999999999997, -0.29322000000000004, -0.26502, -0.27476, -0.20684000000000002]","[-0.22591999999999998, -0.22148000000000004, -0.22696, -0.23364, -0.20524]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J25.pk
"[0.65234, 0.7337200000000001, 0.68208, 0.60448, 0.6677199999999999]","[0.46328, 0.5488000000000001, 0.48912000000000005, 0.46196000000000004, 0.49051999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J26.pk
"[-0.12668000000000001, -0.12084, -0.06032, 0.028299999999999995, 0.029480000000000003]","[-0.12052, -0.09672, -0.03328, 0.028839999999999998, 0.027800000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J27.pk
"[-0.13717999999999997, -0.21556, -0.19286, -0.15683999999999998, -0.12715999999999997]","[-0.11091999999999998, -0.15536, -0.16244, -0.13132, -0.10535999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J28.pk
"[0.8977200000000001, 0.9162800000000001, 0.93508, 0.9151199999999999, 0.9651]","[0.65288, 0.673, 0.70248, 0.6893199999999999, 0.69868]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J29.pk
"[-0.21554, -0.20915999999999998, -0.1918, -0.20501999999999998, -0.18344]","[-0.19288, -0.15208, -0.13524, -0.15539999999999998, -0.15988]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J30.pk
"[0.73422, 0.6778199999999999, 0.6468799999999999, 0.6714600000000001, 0.71878]","[0.59368, 0.5200799999999999, 0.50196, 0.5264800000000001, 0.54296]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J31.pk
"[0.9402599999999999, 0.9275599999999999, 0.9654399999999999, 0.9477199999999999, 0.8860000000000001]","[0.68724, 0.7212799999999999, 0.7304799999999999, 0.75108, 0.6030800000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J32.pk
"[-0.12550000000000003, -0.16667999999999997, -0.27046, -0.19142, -0.19623999999999994]","[-0.12376000000000001, -0.13635999999999998, -0.23432, -0.13236, -0.15343999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J33.pk
"[-0.20425999999999994, -0.08964000000000001, -0.13359999999999997, -0.17308, -0.15402]","[-0.19503999999999996, -0.10244, -0.13191999999999998, -0.16688, -0.1326]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J34.pk
"[-0.28779999999999994, -0.2990600000000001, -0.26974000000000004, -0.2911, -0.23145999999999997]","[-0.23159999999999997, -0.25216000000000005, -0.23972000000000002, -0.23596, -0.17823999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J35.pk
"[0.40982, 0.32848, 0.3724200000000001, 0.41512, 0.3404600000000001]","[0.31796, 0.20659999999999998, 0.30744000000000005, 0.29228, 0.27768000000000004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J36.pk
"[0.8305200000000001, 0.9121199999999999, 0.9056000000000001, 0.8982200000000002, 0.9026399999999999]","[0.6417200000000001, 0.695, 0.73384, 0.6367600000000001, 0.6603999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J37.pk
"[-0.21681999999999996, -0.25122, -0.26236, -0.26748, -0.26966]","[-0.19171999999999997, -0.20644, -0.24991999999999998, -0.19963999999999998, -0.18508]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J38.pk
"[0.04504, 0.022740000000000003, 0.16227999999999998, 0.15164000000000002, 0.14845999999999998]","[0.012480000000000002, -0.0015599999999999976, 0.0954, 0.09340000000000001, 0.12516]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J39.pk
"[0.9231400000000001, 0.95246, 0.79322, 0.8951600000000002, 0.84828]","[0.6287200000000001, 0.6968, 0.55556, 0.6664000000000001, 0.64332]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J40.pk
"[-0.05202, -0.04228, -0.0017599999999999985, 0.002659999999999999, -0.035679999999999996]","[-0.03764, -0.03296, -0.006199999999999999, -0.01916, -0.0005599999999999994]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J41.pk
"[0.9525199999999999, 0.9482999999999998, 0.9177199999999999, 0.9308400000000001, 1.01154]","[0.74552, 0.6821599999999999, 0.69756, 0.7146800000000001, 0.7438]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J42.pk
"[-0.21220000000000006, -0.10625999999999997, -0.19944, -0.17418, -0.2289]","[-0.16416000000000003, -0.08387999999999998, -0.14848, -0.15056, -0.18612]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J43.pk
"[0.40764, 0.5068, 0.45746, 0.49560000000000004, 0.45919999999999994]","[0.26864, 0.39672, 0.36456, 0.37104000000000004, 0.33599999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J44.pk
"[-0.21763999999999997, -0.18686000000000003, -0.16346, -0.25598, -0.21194000000000002]","[-0.16712, -0.13576000000000002, -0.09868, -0.20308, -0.18856]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J45.pk
"[0.37402, 0.31756000000000006, 0.32974000000000003, 0.3555400000000001, 0.29118]","[0.29704, 0.29256000000000004, 0.28392, 0.28728000000000004, 0.17168]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J46.pk
"[-0.07734000000000002, -0.11195999999999999, 0.024980000000000006, 0.02276, -0.06653999999999999]","[-0.09240000000000001, -0.08227999999999999, 0.0454, -0.009839999999999998, -0.06644]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J47.pk
"[-0.10841999999999999, -0.10588, -0.09172000000000001, -0.19705999999999999, -0.10936]","[-0.1426, -0.11856, -0.08216000000000001, -0.1644, -0.0968]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J48.pk
"[0.6847399999999999, 0.74934, 0.6239999999999999, 0.6640199999999999, 0.6586000000000001]","[0.55636, 0.55416, 0.41963999999999996, 0.48919999999999997, 0.48036]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_03_J49.pk
"[0.99098, 0.9578200000000001, 0.9700000000000001, 0.9498600000000001, 0.9701199999999999]","[0.76044, 0.78668, 0.73116, 0.7572400000000001, 0.7825599999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J00.pk
"[0.10907999999999998, 0.03359999999999999, 0.07341999999999999, 0.06612, 0.047779999999999996]","[0.08635999999999999, 0.038079999999999996, 0.041159999999999995, 0.05624, 0.032799999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J01.pk
"[0.16918000000000005, 0.13406, 0.14982, 0.16312000000000001, 0.17915999999999999]","[0.12608000000000003, 0.09892000000000001, 0.11084000000000001, 0.11668, 0.12996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J02.pk
"[0.07488, 0.10233999999999999, 0.11620000000000001, 0.11548, 0.08526]","[0.05288, 0.09272, 0.08904000000000001, 0.09364, 0.07548]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J03.pk
"[-0.26864, -0.27572, -0.36846, -0.31190000000000007, -0.35131999999999997]","[-0.1884, -0.19740000000000002, -0.29836, -0.23376000000000002, -0.27176]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J04.pk
"[-0.3770799999999999, -0.18910000000000002, -0.38136000000000003, -0.34872, -0.24889999999999995]","[-0.35295999999999994, -0.14452, -0.28348, -0.29932, -0.22591999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J05.pk
"[-0.39929999999999993, -0.34132, -0.38119999999999993, -0.27562000000000003, -0.38042]","[-0.30579999999999996, -0.29336, -0.32555999999999996, -0.18852000000000002, -0.3598]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J06.pk
"[0.10691999999999999, 0.14104, 0.14876, 0.12716, 0.14356]","[0.06716, 0.11612, 0.12664, 0.09768, 0.11272]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J07.pk
"[0.09947999999999999, 0.09972, 0.10244000000000002, 0.10650000000000001, 0.06348000000000001]","[0.08012, 0.06664, 0.08076000000000001, 0.0782, 0.0526]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J08.pk
"[0.14023999999999998, 0.16269999999999998, 0.13621999999999998, 0.12067999999999998, 0.1388]","[0.10007999999999999, 0.11764, 0.10251999999999999, 0.07851999999999999, 0.12256]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J09.pk
"[-0.29925999999999997, -0.2397, -0.52826, -0.42399999999999993, -0.35148]","[-0.21867999999999999, -0.2004, -0.4048, -0.33399999999999996, -0.27376]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J10.pk
"[0.0558, 0.07363999999999998, 0.03319999999999999, 0.04991999999999999, 0.03731999999999999]","[0.04292, 0.040639999999999996, 0.03507999999999999, 0.04515999999999999, 0.025159999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J11.pk
"[0.16323999999999997, 0.18116, 0.19262, 0.14579999999999999, 0.15854000000000001]","[0.11787999999999998, 0.13812, 0.15016000000000002, 0.10995999999999999, 0.11188000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J12.pk
"[-0.36940000000000006, -0.3091, -0.26276, -0.36369999999999997, -0.28146]","[-0.27224000000000004, -0.25104, -0.19296, -0.2694, -0.22268]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J13.pk
"[-0.33053999999999994, -0.21966000000000002, -0.21745999999999996, -0.34542, -0.16562]","[-0.28156, -0.21612, -0.17275999999999997, -0.26404, -0.12552]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J14.pk
"[-0.40326, -0.25718, -0.3166, -0.26977999999999996, -0.23490000000000003]","[-0.34236, -0.23108, -0.24939999999999998, -0.21896, -0.19732000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J15.pk
"[-0.14059999999999997, -0.2837, -0.18934, -0.17548, -0.23066]","[-0.10347999999999999, -0.24476, -0.16820000000000002, -0.15136, -0.1872]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J16.pk
"[0.026860000000000002, 0.049640000000000004, 0.011119999999999998, 0.05038000000000001, 0.023899999999999998]","[0.0068000000000000005, 0.04216, 0.01492, 0.04628000000000001, 0.02036]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J17.pk
"[-0.06984, -0.0605, -0.034120000000000004, -0.1072, -0.06136]","[-0.05532, -0.03644, -0.007440000000000002, -0.08976, -0.03272]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J18.pk
"[-0.15811999999999998, -0.23692000000000002, -0.23252, -0.18468000000000004, -0.14681999999999998]","[-0.11199999999999999, -0.19788, -0.18344, -0.15072000000000002, -0.12079999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J19.pk
"[0.0346, 0.07245999999999998, 0.03835999999999999, 0.07171999999999999, 0.13818]","[0.04668, 0.06903999999999999, 0.015919999999999997, 0.0628, 0.10088]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J20.pk
"[-0.34716, -0.20984000000000003, -0.28064000000000006, -0.30672, -0.27941999999999995]","[-0.26924000000000003, -0.17004000000000002, -0.18636000000000003, -0.25851999999999997, -0.27771999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J21.pk
"[-0.20104, -0.16542, -0.21040000000000003, -0.15538000000000002, -0.14608000000000002]","[-0.18164, -0.12996000000000002, -0.18704, -0.1066, -0.10272]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J22.pk
"[-0.1753, -0.11904, -0.1964, -0.11212, -0.17042]","[-0.15004, -0.09092, -0.16008, -0.11492, -0.11783999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J23.pk
"[-0.017280000000000007, -0.029179999999999998, -0.0068, -0.018179999999999998, -0.04194]","[-0.022920000000000003, -0.03512, -0.00916, -0.015799999999999998, -0.02744]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J24.pk
"[0.12372000000000001, 0.13254, 0.1597, 0.1674, 0.14948]","[0.09456, 0.1026, 0.1432, 0.11816, 0.11108]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J25.pk
"[-0.35192, -0.25036, -0.22334000000000004, -0.14026000000000005, -0.26174]","[-0.31856, -0.19156, -0.17064000000000001, -0.11956000000000003, -0.20196]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J26.pk
"[-0.0007799999999999999, 0.009580000000000002, 0.019679999999999996, -0.012919999999999997, 0.0016000000000000007]","[0.00352, 0.010920000000000001, 0.013679999999999998, 0.00424, 0.00936]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J27.pk
"[0.08687999999999999, 0.05464, 0.09320000000000002, 0.08571999999999999, 0.07846]","[0.07443999999999999, 0.03812, 0.06744000000000001, 0.07239999999999999, 0.05116]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J28.pk
"[-0.35848, -0.36714, -0.5341600000000001, -0.29466, -0.37476]","[-0.31148000000000003, -0.3028, -0.43268000000000006, -0.22271999999999997, -0.30428]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J29.pk
"[0.04126, 0.07032, 0.081, 0.07296, 0.07718]","[0.024, 0.0644, 0.06196, 0.052759999999999994, 0.07304]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J30.pk
"[-0.2623399999999999, -0.26944, -0.26693999999999996, -0.26866, -0.31526000000000004]","[-0.23063999999999996, -0.23148, -0.20572, -0.2166, -0.25884]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J31.pk
"[-0.27842000000000006, -0.37373999999999996, -0.30288000000000004, -0.39698000000000006, -0.21992]","[-0.23552000000000003, -0.30904, -0.26972, -0.31824, -0.19488]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J32.pk
"[0.06546, 0.05462, 0.10370000000000001, 0.09356, 0.054660000000000014]","[0.04496, 0.038400000000000004, 0.09528, 0.06976, 0.04240000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J33.pk
"[0.07374000000000001, 0.02735999999999999, 0.05228000000000002, 0.05494, 0.05403999999999999]","[0.04948000000000001, 0.025959999999999993, 0.04364000000000001, 0.03656, 0.030479999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J34.pk
"[0.19678, 0.11463999999999998, 0.14978, 0.13458000000000003, 0.1326]","[0.13756000000000002, 0.07871999999999998, 0.11516, 0.09908000000000002, 0.09863999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J35.pk
"[-0.14626000000000003, -0.19844000000000003, -0.22161999999999998, -0.14576, -0.14343999999999998]","[-0.12832000000000002, -0.19252000000000002, -0.17076, -0.11652, -0.10459999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J36.pk
"[-0.32639999999999997, -0.30816, -0.35408, -0.35889999999999994, -0.50278]","[-0.25492, -0.2082, -0.29312, -0.30419999999999997, -0.40784000000000004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J37.pk
"[0.11056, 0.12976, 0.13326, 0.12152, 0.15446]","[0.07996, 0.0814, 0.11452, 0.09872, 0.12]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J38.pk
"[-0.06064, -0.07396, -0.0388, -0.05376, -0.058699999999999995]","[-0.04836, -0.07368, -0.0344, -0.05532, -0.04244]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J39.pk
"[-0.33256, -0.1595, -0.28236000000000006, -0.39046000000000003, -0.27382]","[-0.25568, -0.10816, -0.23876000000000003, -0.34984000000000004, -0.20576]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J40.pk
"[0.01176, -0.02564, -0.003939999999999999, -0.009860000000000002, -0.030500000000000006]","[0.011, -0.03372, -0.00712, -0.008480000000000001, -0.026480000000000004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J41.pk
"[-0.40942, -0.29916, -0.27971999999999997, -0.28618, -0.50522]","[-0.3254, -0.18771999999999997, -0.24084, -0.25516, -0.36107999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J42.pk
"[0.1325, 0.11431999999999999, 0.11624000000000001, 0.11986, 0.12222000000000001]","[0.11376, 0.08299999999999999, 0.08804000000000001, 0.1002, 0.09052]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J43.pk
"[-0.2234, -0.18125999999999998, -0.23296, -0.18522, -0.16838]","[-0.18156, -0.13976, -0.1762, -0.1278, -0.13424]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J44.pk
"[0.09848000000000001, 0.10593999999999999, 0.10676, 0.12088, 0.11139999999999999]","[0.08164, 0.07268, 0.0812, 0.09432, 0.08535999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J45.pk
"[-0.043579999999999994, -0.13668, -0.16531999999999997, -0.15453999999999996, -0.14032]","[-0.0294, -0.09772, -0.13576, -0.15275999999999998, -0.11264]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J46.pk
"[-0.01086, 0.04479999999999998, -0.01068, 0.06894, 0.03856]","[-0.0027600000000000003, 0.05251999999999999, -0.01664, 0.040600000000000004, 0.0184]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J47.pk
"[0.015319999999999999, 0.021779999999999994, 0.06385999999999999, 0.08252, 0.010819999999999996]","[0.01228, 0.026999999999999996, 0.056519999999999994, 0.056679999999999994, 0.008559999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J48.pk
"[-0.39408, -0.33107999999999993, -0.28944000000000003, -0.17578000000000005, -0.25995999999999997]","[-0.32552, -0.25823999999999997, -0.20796, -0.12652000000000002, -0.24303999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_04_J49.pk
"[-0.02818000000000001, -0.05548, 0.10632, 0.0951, 0.018120000000000004]","[-0.009280000000000002, -0.04676, 0.058399999999999994, 0.08604, 0.010360000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J00.pk
"[-0.05034000000000001, -0.012959999999999996, -0.06834000000000001, -0.0009399999999999981, 0.02855999999999999]","[-0.04184, -0.02284, -0.056600000000000004, -0.013079999999999998, 0.007359999999999994]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J01.pk
"[-0.09019999999999999, -0.08462000000000001, -0.13964000000000001, -0.07706000000000002, -0.10875999999999998]","[-0.06235999999999999, -0.07816000000000001, -0.10788, -0.06992000000000001, -0.08471999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J02.pk
"[-0.07187999999999999, -0.047299999999999995, -0.045540000000000004, -0.05956, -0.12259999999999999]","[-0.05947999999999999, -0.046239999999999996, -0.0432, -0.04948, -0.08688]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J03.pk
"[-0.28636, 0.008279999999999985, -0.24738000000000002, -0.28946000000000005, -0.20118]","[-0.23552, -0.009160000000000012, -0.17536000000000002, -0.24208000000000002, -0.13904]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J04.pk
"[-0.20676000000000003, -0.0948, 0.12564, -0.08244000000000001, -0.27378]","[-0.16204000000000002, -0.09804, 0.083, -0.08380000000000001, -0.16124]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J05.pk
"[-0.5007, -0.53322, -0.44862, -0.45538, -0.412]","[-0.34872000000000003, -0.36808, -0.34024, -0.28464, -0.30572]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J06.pk
"[-0.10288000000000001, -0.04398, -0.07082000000000001, -0.023880000000000012, -0.06456]","[-0.07780000000000001, -0.04364, -0.050960000000000005, -0.037720000000000004, -0.06028]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J07.pk
"[-0.10646000000000001, -0.07464000000000001, -0.030419999999999992, -0.0557, -0.04565999999999999]","[-0.08864000000000001, -0.06376000000000001, -0.026759999999999996, -0.04224, -0.04228]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J08.pk
"[-0.11313999999999999, -0.06842000000000001, -0.05036, -0.08709999999999998, -0.11091999999999999]","[-0.08503999999999999, -0.05836, -0.0514, -0.06395999999999999, -0.091]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J09.pk
"[-0.40207999999999994, -0.58438, -0.5639000000000001, -0.6521600000000001, -0.49072000000000005]","[-0.28487999999999997, -0.44776, -0.41608, -0.4378, -0.36136]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J10.pk
"[0.04066, -0.0017599999999999977, -0.026499999999999996, -0.06576, -0.04340000000000001]","[0.018000000000000002, -0.006159999999999999, -0.03476, -0.0576, -0.03644000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J11.pk
"[-0.05252, -0.06912000000000001, -0.07404, -0.14022, -0.10010000000000001]","[-0.05212, -0.04956000000000001, -0.0616, -0.10176, -0.07376]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J12.pk
"[-0.16410000000000002, -0.24016, -0.15344, -0.08868, -0.11674000000000001]","[-0.12048, -0.1736, -0.09236, -0.06948, -0.08408]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J13.pk
"[-0.24573999999999996, -0.1795, -0.26412, -0.25148, -0.10377999999999998]","[-0.18403999999999998, -0.1434, -0.17548000000000002, -0.1888, -0.088]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J14.pk
"[-0.03863999999999999, -0.0076399999999999975, -0.12768, -0.18962, -0.05576000000000002]","[0.024040000000000013, -0.018279999999999998, -0.09315999999999999, -0.13372, -0.04368000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J15.pk
"[0.0016400000000000056, -0.029140000000000003, -0.04704, 0.07913999999999999, 0.09794]","[-0.002279999999999996, -0.012880000000000003, -0.04292, 0.0372, 0.07636]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J16.pk
"[-0.033220000000000006, 0.0004200000000000002, 0.005900000000000001, -0.031259999999999996, 0.05008]","[-0.01784, -0.00023999999999999992, -0.008639999999999998, -0.040679999999999994, 0.022760000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J17.pk
"[0.004499999999999997, -0.02104, -0.009399999999999999, 0.05448, -0.008780000000000003]","[-0.01908, -0.00688, -0.023759999999999996, 0.02928, -0.005280000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J18.pk
"[-0.09506, 0.050379999999999994, -0.03488000000000001, 0.05714, -0.020560000000000002]","[-0.06964000000000001, 0.03448, -0.0512, 0.026680000000000002, -0.03912]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J19.pk
"[-0.026960000000000005, -0.035500000000000004, -0.026179999999999995, -0.009579999999999998, -0.025599999999999998]","[-0.030520000000000002, -0.03948, -0.030479999999999997, -0.01096, -0.02788]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J20.pk
"[-0.3626600000000001, -0.023899999999999994, -0.18966, -0.23028, -0.19500000000000006]","[-0.27792000000000006, 0.010839999999999999, -0.14492, -0.1728, -0.19036000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J21.pk
"[0.005459999999999998, -0.07104, 0.07607999999999998, -0.09064, 0.026120000000000008]","[0.007759999999999999, -0.05716, 0.05891999999999999, -0.06468, 0.013880000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J22.pk
"[-0.04616, 9.999999999999766e-05, 0.028259999999999997, -0.06104, -0.007199999999999988]","[-0.03316, 0.015040000000000001, 0.012559999999999998, -0.05619999999999999, -0.026919999999999993]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J23.pk
"[-0.029199999999999997, -0.0004799999999999991, 0.013119999999999996, 0.01856, 0.022959999999999998]","[-0.025679999999999998, -0.0006399999999999993, -0.010400000000000003, 0.010239999999999999, 0.0074399999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J24.pk
"[-0.07534000000000002, -0.025679999999999998, -0.07468000000000002, -0.053919999999999996, -0.06358]","[-0.05740000000000001, -0.025759999999999998, -0.05900000000000001, -0.054759999999999996, -0.0588]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J25.pk
"[-0.2136, -0.06448000000000001, -0.19096, 0.011420000000000003, 0.0433]","[-0.14556, -0.05772000000000001, -0.15364, 0.004680000000000001, 0.03012]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J26.pk
"[0.00462, 0.007080000000000002, -0.0008999999999999998, -0.031060000000000004, -0.009940000000000001]","[-0.00368, -0.00292, -0.01092, -0.025240000000000002, -0.0196]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J27.pk
"[-0.06452000000000001, -0.049600000000000005, -0.06266000000000001, -0.033440000000000004, -0.024539999999999996]","[-0.0444, -0.04088000000000001, -0.055400000000000005, -0.027120000000000005, -0.029359999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J28.pk
"[-0.49, -0.51542, -0.40214000000000005, -0.5513600000000001, -0.5045000000000001]","[-0.35536, -0.36128, -0.30652, -0.40936000000000006, -0.35276]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J29.pk
